"is_quote","favorite_count","retweet_count","hashtags_cant","urls_url_cant","media_url_cant","mentions_cant","reply_to_user","reply_to_status","followers_count","friends_count","listed_count","statuses_count","favourites_count","verified","account_lang","source","text","popular"
0,0,0,0,1,0,1,0,0,7086,141,118,127576,25,0,"es","Gremlin Social","La epidemia de gripe de esta temporada es la más mortífera de la última década | Por: @linternista https://t.co/EMOCG2zNtS","no"
0,0,0,0,0,0,0,0,0,654,465,8,25974,4434,0,"es","Twitter for iPhone","Pensando en todo lo que tengo que hacer hoy y pausada por mi gripe","no"
0,1,0,0,0,0,1,1,1,79,236,0,854,2861,0,"es","Twitter for Android","@Lucianotm1 Yo más bro cuidate bro ey bro abrigate bro bro guarda con la gripe","no"
0,0,0,0,0,0,0,0,0,177,363,0,6184,1916,0,"es","Twitter for Android","Buen díaaa.. Que la gripe no me gane a seguir trabajando <f0><U+009F><U+0098><U+00B7><f0><U+009F><U+00A4><U+0095><U+2639>","no"
0,0,0,0,0,0,1,1,1,83,109,0,717,164,0,"es","Twitter Web Client","@AlanMon_n Tiene gripe ah no, no se, que le esta pasando?","no"
0,0,0,0,0,0,0,0,0,792,538,0,12577,4745,0,"es","Twitter for Android","No doy + con esta gripe","no"
0,0,0,0,0,0,0,0,0,338,1044,21,18890,45905,0,"es","Twitter for Android","Después de un fin de semana de obsessiveness y gripe mortal mañana tengo que ir sí o sí a trabajar porque jefe está enfermo también y nadie puede ir a abrir. <f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+0092>","no"
0,0,0,0,0,0,0,0,0,1219,1274,1,17195,21916,0,"es","Twitter for Android","Odio los dias pre gripe","no"
0,0,0,0,0,0,0,0,0,1219,1274,1,17195,21916,0,"es","Twitter for Android","Odio los dias pre gripe","no"
0,1,0,0,0,0,0,0,0,1219,1274,1,17195,21916,0,"es","Twitter for Android","La gripe me está x agarrar <f0><U+009F><U+0098><U+00A3>","no"
0,1,0,0,0,0,0,0,0,1219,1274,1,17195,21916,0,"es","Twitter for Android","La gripe me está x agarrar <f0><U+009F><U+0098><U+00A3>","no"
0,0,0,0,0,0,0,0,0,137,222,4,15296,14127,0,"en","Twitter Web Client","Hace cuatro días estoy con una gripe de LPM... ahhhhhh!","no"
0,0,0,0,0,0,0,0,0,942,592,6,35894,6762,0,"es","Twitter for Android","Justo hoy me tiene que agarrar está gripe?","no"
0,0,0,0,0,0,0,0,0,479,406,1,16081,1393,0,"es","Twitter for Android","Venir a trabajar con mucha gripe es lo peor del mundo.","no"
0,28,20,1,1,1,0,0,0,348937,60,816,24014,20,1,"es","Hootsuite","¿Quiénes deben vacunarse contra la #gripe? Para evitar casos graves, es importante que quienes integren los siguientes grupos reciban la vacunación antigripal anual antes de la llegada del invierno: https://t.co/pghMNDkPeE https://t.co/elIDoCgmWt","si"
0,0,0,0,0,0,0,0,0,680,233,0,10167,368,0,"es","Twitter for Android","Con la gripe y la fiebre que tengo no doy mas con mi vida","no"
0,1,0,0,0,0,0,0,0,833,1613,2,5510,7930,0,"es","Twitter for iPhone","Nunca en mi vida había amanecido un lunes tan hecho mierda de la gripe <f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BB><U+200D><U+2642><U+FE0F> manda descanso eterno señor.","no"
0,0,1,0,1,0,0,0,0,9941,2982,50,27633,207,0,"es","Twitter Web Client","SALUD - PARA AGENDAR <U+25BA> Maratón de pinchazos en la Asistencia contra la gripe y otras 15 enfermedades https://t.co/NNQ1T9jIQu","no"
0,0,0,0,0,0,0,0,0,187,208,6,11397,103,0,"en","Twitter Web Client","que bueno que es Memorial day, así puedo disfrutar de mi soledad y mi gripe a gusto...","no"
0,0,0,0,0,0,0,0,0,974,520,0,10609,1152,0,"es","Twitter for Android","Que hermosa gripe me agarre lpm","no"
0,0,0,0,0,0,0,0,0,1458,1090,1,11740,7309,0,"es","Twitter for Android","qué gripe de mierda culia","no"
0,0,0,0,0,0,0,0,0,370,162,12,11489,7012,0,"es","Twitter for Android","me tomé una medicina que me quito la gripe pero me dio náusea y mareos :):","no"
0,0,0,0,0,0,0,0,0,818,95,9,22253,17170,0,"es","Twitter for iPhone","Ando muriendo de gripe una semana antes de mi cumpleaños, se cancela salir de mi camita hasta que me cure.","no"
1,1,0,0,1,0,0,0,0,7508,5711,70,239695,18369,0,"es","Twitter Web Client","hola chicoss aca reponiendome de la gripe chota https://t.co/neH6lbT8de","no"
0,0,0,1,1,0,0,0,0,117179,37438,529,924776,3111,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/0Gjqmqnn8O","no"
0,0,0,1,1,0,0,0,0,117179,37438,529,924776,3111,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/0Gjqmqnn8O","no"
0,0,0,0,1,0,0,0,0,117179,37438,529,924776,3111,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana https://t.co/0Gjqmqnn8O","no"
0,0,0,0,1,0,0,0,0,117179,37438,529,924776,3111,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana https://t.co/0Gjqmqnn8O","no"
0,1,0,0,0,0,0,0,0,850,365,10,49667,37623,0,"es","Twitter for Android","Al menos ya deje de vomitar y creo que superé la gripe para ahora pasar a algo estomacal :)","no"
0,2,0,0,0,0,0,0,0,440,304,2,16700,2918,0,"es","Twitter for Android","Ya no se si es el calor, los mosquitos o la gripe lo que no me deja dormir en paz","no"
0,1,0,0,1,0,0,0,0,1893,2478,4,5885,117,0,"es","Facebook","EL ORIGEN DE LAS PALABRAS   GRIPE La gripe es la más común de las enfermedades virales y, aunque algunas de sus cepas pueden resultar mortales, se la considera una dolencia benigna. La palabra está registrada... https://t.co/4nErzRtGMr","no"
0,1,0,0,0,0,0,0,0,936,286,16,58143,38071,0,"es","Twitter for Android","Es la quinta vez que estornudo. Eso significa q la gripe ya viene por mi <f0><U+009F><U+00A4><U+00A7>","no"
0,0,0,0,0,0,0,0,0,261,184,2,10910,318,0,"es","Twitter for Android","Una semana sin dormir bien y ahora con gripe. Jejeje","no"
0,0,0,0,0,0,0,0,0,1240,965,2,62088,8102,0,"es","Twitter for Android","Que gripe de mierda wacho","no"
0,1,0,0,0,0,0,0,0,997,686,4,16675,2524,0,"es","Twitter Lite","Vamos a decir que por mi gripe nomas estoy argel","no"
0,0,0,0,0,0,0,0,0,380,372,0,6704,939,0,"es","Twitter for Android","Terrible gripe me agarre la puta madre","no"
0,3,0,0,0,0,0,0,0,385,240,3,5517,3655,0,"es","Twitter for Android","Tengo tanta gripe que la comida no me sabe a nada, ayuda.","no"
0,0,0,0,1,0,0,0,0,746,129,9,23569,7,0,"es","Facebook","Lucio Lucero Hoy no habrá clases por brote de Gripe A Influenza https://t.co/uuBgk7Ufeh","no"
0,0,0,0,0,0,0,0,0,573,95,7,38366,7151,0,"es","Twitter for iPhone","Te regalo esta gripe","no"
0,1,1,0,0,0,0,0,0,518,485,3,46634,8098,0,"es","Twitter for Android","[28/5 1:26] Aguus <U+2661>: Sabes que es lo mejor para curarse? [28/5 1:27] Enana <U+2661>: Un buen garche [28/5 1:27] Enana <U+2661>: Pero no tengo a nadie [28/5 1:27] Enana <U+2661>: <f0><U+009F><U+0098><U+00AD>  YO LA QUIERO CURAR DE LA GRIPE PERO ELLA QUIERE OTRA COSA JAJAJAJAJAJAJAJAJA Igual la amo<f0><U+009F><U+0092><U+0095>","si"
0,5,0,0,0,0,0,0,0,1755,914,7,16846,9706,0,"es","Twitter Web Client","Entre la humedad, la gripe y el dolor de garganta, si me pegan un corchazo me hacen un favor","no"
0,0,0,0,0,0,0,0,0,1533,821,5,30590,6322,0,"es","Twitter for iPhone","Hoy termine el ultimo desfile y mi gripe de toda la semana esta empeorando , seguramente mañana me levante con fiebre y con congestión","no"
0,0,0,0,0,0,0,0,0,826,1468,0,14604,3605,0,"es","Twitter for Android","Quiero estar en mí cama durmiendo calentita y no estar acá con esta gripe","no"
0,0,0,0,0,0,0,0,0,2285,1633,3,46028,10332,0,"es","Twitter for iPhone","No dormi nada por la fiebre, tengo gripe y estoy mas contracturada que tu vieja, voy a rendir y me vuelvo a casa<f0><U+009F><U+0098><U+0096>","no"
0,0,0,0,0,0,0,0,0,879,928,1,10763,7381,0,"es","Twitter for Android","Que gripe hermano.","no"
0,0,0,0,0,0,0,0,0,534,129,0,36694,4466,0,"es","Twitter for Android","No me da mas el cuerpo!!que gripe de mierda!!!","no"
0,0,0,0,0,0,0,0,0,1111,348,3,30132,6574,0,"es","Twitter for iPhone","Qué feo es tener mucho antojo de helado y tener gripe.","no"
0,0,0,0,0,0,0,0,0,63,89,0,454,228,0,"es","Twitter Lite","Yo creó que si me tomó media de 5 estrella pura, se me quita está gripe yo creó<f0><U+009F><U+0098><U+00B5>","no"
0,0,0,0,0,0,0,0,0,582,517,2,25004,17672,0,"es","Twitter for Android","Anoche se me apagó la estufa de la pieza... adivinen quien está al borde de la gripe?","no"
0,0,0,0,0,0,0,0,0,408,300,3,39373,11494,0,"es","Twitter for iPhone","Nunca jamás me enfermo, si sobrevivo a esta gripe grax dios x tanto","no"
0,0,0,0,0,1,0,0,0,774,609,3,50277,12307,0,"es","Twitter Web Client","te agarra gripe y tenes qe encarar la semana igual https://t.co/lfwTV79sA8","no"
0,1,0,0,0,0,3,1,1,958,672,11,10316,5540,0,"es","Twitter Web Client","@_catfight @irenichus @BrunoX Y todos se nos estan vacunando contra la gripe. NOS ROBAN LAS VACUNAS RENUNCIA BASSO HACE ALGO TABAREZ","no"
0,0,0,0,0,0,0,0,0,635,609,11,21197,16587,0,"es","Twitter for Android","Siento que voy a morir de la gripe que tengo","no"
0,0,0,0,0,0,0,0,0,73,71,0,3550,1116,0,"es","Twitter for Android","Y tenia que darme la gripe <f0><U+009F><U+0098><U+0091><f0><U+009F><U+0098><U+00A5>","no"
0,3,0,0,0,0,0,0,0,1635,707,0,12478,12343,0,"es","Twitter for Android","Gripe ya te siento <f0><U+009F><U+0098><U+00AA>","no"
0,0,0,0,1,0,0,0,0,57143,39472,464,953268,3788,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista https://t.co/WbSB6mSPfr","no"
0,0,0,0,1,0,0,0,0,57143,39472,464,953268,3788,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista https://t.co/WbSB6mSPfr","no"
0,1,0,1,1,0,0,0,0,57143,39472,464,953268,3788,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/OoyW4MUZvM","no"
0,1,0,1,1,0,0,0,0,57143,39472,464,953268,3788,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/OoyW4MUZvM","no"
0,0,0,0,0,0,0,0,0,427,459,0,30930,26041,0,"es","Twitter for Android","La humedad el calor y la gripe me tienen maaaaal<f0><U+009F><U+0098><U+0096><f0><U+009F><U+0098><U+00A0><f0><U+009F><U+0098><U+00B7>","no"
0,0,0,0,0,0,0,0,0,242,281,1,2092,1076,0,"es","Twitter for Android","A penas hicieron la campaña me puse la vacuna para la gripe, un mes después me agarre una gripe que no doy más, por supuesto yo triunfando siempre!! <f0><U+009F><U+0098><U+0091>","no"
0,1,0,0,0,0,0,0,0,188,153,4,3956,2210,0,"es","Twitter for Android","Ando medio enferma de gripe y llevo dos días que me da fiebre en la madrugada. Este fin comí paletas de hielo y nieve, si muero, perdónenme.<f0><U+009F><U+0099><U+0086><f0><U+009F><U+00A4><U+00B7>","no"
0,0,0,1,1,0,0,0,0,116939,29090,551,904780,2775,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> Gripe y resfriado, similares pero no idénticas #Salud https://t.co/Y9AsqsedUE","no"
0,0,0,1,1,0,0,0,0,116939,29090,551,904780,2775,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> Gripe y resfriado, similares pero no idénticas #Salud https://t.co/Y9AsqsedUE","no"
0,0,0,0,1,0,0,0,0,116939,29090,551,904780,2775,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana https://t.co/sLc52be5qz","no"
0,0,0,0,1,0,0,0,0,116939,29090,551,904780,2775,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana https://t.co/sLc52be5qz","no"
0,0,0,0,0,0,1,1,1,739,631,2,14282,7351,0,"es","Twitter Lite","@Ste_castle Sii lastimas q volvi a dormirme tarde y me levante temprano y encima con gripe. Che vos q onda como andasss","no"
0,0,0,0,0,0,0,0,0,1348,1662,1,5474,9636,0,"es","Twitter for Android","Que mal me siento, solo a mi me pasa que de un dia para el otro me agarra una gripe re fuerte <f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+00A1>","no"
0,2,0,0,0,0,0,0,0,1257,883,27,69920,24489,0,"en","Twitter for iPhone","Buenos días a todos. Menos a esos que votaron por Duque y a los que amanecen sin gripe, a esos ojalá se les caigan los dedos el 17 de junio<f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+00A4><U+00A3>","no"
0,0,0,0,0,0,0,0,0,254,78,3,14161,2037,0,"es","Twitter for iPhone","La gripe ha llegado a mi ser","no"
0,0,0,0,0,0,0,0,0,5229,3151,177,112754,6833,0,"es","Twitter for Android","La elección de ayer me dejó: tusa, gripe y mucha fiebre.","no"
0,70,5,0,0,0,0,0,0,19830,1555,336,25105,40477,0,"es","Twitter for Android","Algo que no existe en mundo del freelancer de mediana edad con hijos chicos: quedarte en cama cuando tenes gripe y fiebre","si"
0,3,4,0,1,0,0,0,0,1109530,396,2928,2730505,14809,1,"es","TweetDeck","¿Ejercitarse con gripe es perjudicial para la salud? Esto dijeron los especialistas  https://t.co/C4RpVpm1TZ","si"
0,3,4,0,1,0,0,0,0,1109530,396,2928,2730505,14809,1,"es","TweetDeck","¿Ejercitarse con gripe es perjudicial para la salud? Esto dijeron los especialistas  https://t.co/C4RpVpm1TZ","si"
0,0,2,0,1,0,0,0,0,1109530,396,2928,2730505,14809,1,"es","TweetDeck","¿Ejercitarse con gripe es perjudicial para la salud? Esto dijeron los especialistas  https://t.co/C4RpVp4r2r","no"
0,0,2,0,1,0,0,0,0,1109530,396,2928,2730505,14809,1,"es","TweetDeck","¿Ejercitarse con gripe es perjudicial para la salud? Esto dijeron los especialistas  https://t.co/C4RpVp4r2r","no"
0,0,0,0,0,0,0,0,0,989,871,1,24262,19339,0,"es","Twitter for Android","mi cuerpo no se aguantó el finde y empezó a pasar factura, la gripe y el dolor corporal q tengo me están matannndo","no"
0,0,0,0,0,0,0,0,0,445,447,0,8314,4823,0,"es","Twitter for Android","Lo q ayer era una congestión hoy es TREMENDA GRIPE, LA CONCHA DE TU MADRE ALL BOYS","no"
0,0,0,0,0,0,0,0,0,2245,1358,5,26382,7158,0,"es","Twitter for iPhone","Lunes con gripe y fiebre ¡arriba los que luchamos!","no"
0,0,0,0,0,0,0,0,0,679,610,5,31307,10828,0,"es","Twitter for Android","-que puedo tomar para la gripe? Toma cianuro. Mil litros porfa","no"
0,1,0,0,0,0,2,1,1,292,1220,9,12958,5480,0,"es","Twitter for Android","@Silvia_cj022 @Lau_108 Que le pasó al pobrecito? Q le vi mala cara (d enfermo digo) en algunas fotos!!! Gripe???","no"
0,3,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/Is8kmpfRuC","no"
0,3,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/Is8kmpfRuC","no"
0,3,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/Is8kmpfRuC","no"
0,0,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/bUnSxL7Zap","no"
0,0,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/bUnSxL7Zap","no"
